0.000000 0.353439 0.683674
0.100000 0.346957 0.646427
0.200000 0.340236 0.604454
0.300000 0.333134 0.558141
0.400000 0.325489 0.507915
0.500000 0.317129 0.454241
0.600000 0.307867 0.397611
0.700000 0.297516 0.338547
0.800000 0.285881 0.277585
0.900000 0.272777 0.215278
1.000000 0.258023 0.152181
1.100000 0.241450 0.088853
1.200000 0.222909 0.025842
1.300000 0.202270 -0.036315
1.400000 0.179430 -0.097099
1.500000 0.154312 -0.156017
1.600000 0.126874 -0.212607
1.700000 0.097107 -0.266439
1.800000 0.065041 -0.317125
1.900000 0.030741 -0.364318
2.000000 -0.005684 -0.407719
2.100000 -0.044088 -0.447075
2.200000 -0.084282 -0.482185
2.300000 -0.126042 -0.512899
2.400000 -0.169103 -0.539118
2.500000 -0.213166 -0.560796
2.600000 -0.257898 -0.577936
2.700000 -0.302939 -0.590590
2.800000 -0.347902 -0.598856
2.900000 -0.392379 -0.602877
3.000000 -0.435945 -0.602833
3.100000 -0.478166 -0.598944
3.200000 -0.518600 -0.591458
3.300000 -0.556805 -0.580653
3.400000 -0.592347 -0.566827
3.500000 -0.624801 -0.550295
3.600000 -0.653760 -0.531384
3.700000 -0.678841 -0.510429
3.800000 -0.699688 -0.487763
3.900000 -0.715981 -0.463717
4.000000 -0.727436 -0.438613
4.100000 -0.733813 -0.412758
4.200000 -0.734921 -0.386443
4.300000 -0.730616 -0.359937
4.400000 -0.720809 -0.333481
4.500000 -0.705466 -0.307292
4.600000 -0.684609 -0.281555
4.700000 -0.658320 -0.256423
4.800000 -0.626733 -0.232015
4.900000 -0.590044 -0.208418
5.000000 -0.548502 -0.185684
5.100000 -0.502406 -0.163834
5.200000 -0.452110 -0.142854
5.300000 -0.398010 -0.122704
5.400000 -0.340547 -0.103315
5.500000 -0.280198 -0.084594
5.600000 -0.217472 -0.066427
5.700000 -0.152905 -0.048682
5.800000 -0.087053 -0.031213
5.900000 -0.020488 -0.013867
6.000000 0.046212 0.003515
6.100000 0.112469 0.021092
6.200000 0.177707 0.039021
6.300000 0.241365 0.057446
6.400000 0.302899 0.076503
6.500000 0.361788 0.096307
6.600000 0.417545 0.116955
6.700000 0.469713 0.138519
6.800000 0.517881 0.161044
6.900000 0.561680 0.184545
7.000000 0.600789 0.209007
7.100000 0.634939 0.234379
7.200000 0.663917 0.260580
7.300000 0.687563 0.287491
7.400000 0.705776 0.314963
7.500000 0.718510 0.342811
7.600000 0.725778 0.370822
7.700000 0.727647 0.398750
7.800000 0.724237 0.426328
7.900000 0.715721 0.453262
8.000000 0.702317 0.479241
8.100000 0.684290 0.503938
8.200000 0.661942 0.527017
8.300000 0.635613 0.548135
8.400000 0.605670 0.566950
8.500000 0.572507 0.583125
8.600000 0.536536 0.596333
8.700000 0.498181 0.606261
8.800000 0.457876 0.612621
8.900000 0.416055 0.615146
9.000000 0.373149 0.613602
9.100000 0.329577 0.607792
9.200000 0.285748 0.597555
9.300000 0.242046 0.582775
9.400000 0.198836 0.563382
9.500000 0.156452 0.539353
9.600000 0.115197 0.510718
9.700000 0.075340 0.477555
9.800000 0.037115 0.439998
9.900000 0.000715 0.398231
10.000000 -0.033704 0.352490
10.100000 -0.066026 0.303058
10.200000 -0.096177 0.250270
10.300000 -0.124117 0.194502
10.400000 -0.149847 0.136171
10.500000 -0.173400 0.075732
10.600000 -0.194843 0.013671
10.700000 -0.214271 -0.049500
10.800000 -0.231806 -0.113245
10.900000 -0.247590 -0.177017
11.000000 -0.261785 -0.240256
11.100000 -0.274564 -0.302401
11.200000 -0.286109 -0.362896
11.300000 -0.296608 -0.421195
11.400000 -0.306246 -0.476766
11.500000 -0.315205 -0.529103
11.600000 -0.323657 -0.577728
11.700000 -0.331759 -0.622198
11.800000 -0.339652 -0.662108
11.900000 -0.347458 -0.697099
12.000000 -0.355272 -0.726861
12.100000 -0.363166 -0.751135
12.200000 -0.371181 -0.769718
12.300000 -0.379330 -0.782465
12.400000 -0.387596 -0.789290
12.500000 -0.395930 -0.790164
12.600000 -0.404253 -0.785121
12.700000 -0.412456 -0.774253
12.800000 -0.420404 -0.757709
12.900000 -0.427935 -0.735695
13.000000 -0.434863 -0.708468
13.100000 -0.440984 -0.676333
13.200000 -0.446075 -0.639644
13.300000 -0.449903 -0.598792
13.400000 -0.452226 -0.554204
13.500000 -0.452797 -0.506337
13.600000 -0.451373 -0.455672
13.700000 -0.447714 -0.402708
13.800000 -0.441593 -0.347956
13.900000 -0.432798 -0.291933
14.000000 -0.421136 -0.235153
14.100000 -0.406441 -0.178127
14.200000 -0.388575 -0.121350
14.300000 -0.367434 -0.065301
14.400000 -0.342947 -0.010433
14.500000 -0.315087 0.042827
14.600000 -0.283865 0.094087
14.700000 -0.249338 0.142989
14.800000 -0.211607 0.189219
14.900000 -0.170817 0.232502
15.000000 -0.127160 0.272610
15.100000 -0.080872 0.309360
15.200000 -0.032232 0.342615
15.300000 0.018440 0.372288
15.400000 0.070786 0.398333
15.500000 0.124414 0.420752
15.600000 0.178899 0.439590
15.700000 0.233791 0.454929
15.800000 0.288619 0.466890
15.900000 0.342894 0.475629
16.000000 0.396117 0.481327
16.100000 0.447787 0.484194
16.200000 0.497400 0.484460
16.300000 0.544462 0.482369
16.400000 0.588493 0.478177
16.500000 0.629033 0.472146
16.600000 0.665645 0.464539
16.700000 0.697927 0.455613
16.800000 0.725511 0.445620
16.900000 0.748072 0.434797
17.000000 0.765330 0.423364
17.100000 0.777057 0.411523
17.200000 0.783075 0.399449
17.300000 0.783264 0.387294
17.400000 0.777562 0.375180
17.500000 0.765965 0.363199
17.600000 0.748530 0.351414
17.700000 0.725371 0.339854
17.800000 0.696663 0.328521
17.900000 0.662635 0.317383
18.000000 0.623572 0.306382
18.100000 0.579809 0.295433
18.200000 0.531728 0.284427
18.300000 0.479756 0.273234
18.400000 0.424355 0.261706
18.500000 0.366021 0.249682
18.600000 0.305277 0.236991
18.700000 0.242667 0.223457
18.800000 0.178748 0.208901
18.900000 0.114086 0.193151
19.000000 0.049248 0.176041
19.100000 -0.015203 0.157418
19.200000 -0.078716 0.137147
19.300000 -0.140758 0.115113
19.400000 -0.200820 0.091226
19.500000 -0.258420 0.065425
19.600000 -0.313112 0.037681
19.700000 -0.364488 0.007998
19.800000 -0.412182 -0.023585
19.900000 -0.455878 -0.056989
20.000000 -0.495303 -0.092100
